순위,영화명,개봉일,매출액 ,매출액점유율,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
472,천당의 밤과 안개,2018.11.29,"928,000",0.0%,"4,278,200",125,420,3,32,한국,한국,영화사 키노(주),주식회사 마운틴픽쳐스,전체관람가,다큐멘터리,정성일,왕빙
473,델타 보이즈,2017.6.8,"394,000",0.0%,"31,102,900",123,"4,465",1,64,한국,한국,,㈜인디스토리,15세이상관람가,"드라마,코미디",고봉수,"백승환,이웅빈,신민재,김충길,윤지혜,김소영,김정기,고성완"
474,그들도 우리처럼,1990.11.10,"244,000",0.0%,"734,000",122,310,1,8,한국,한국,(주)동아수출공사,,연소자관람불가,드라마,박광수,"김민희,문성근,최재호,심혜진,박중훈"
474,실록 김두한,1974.12.22,"244,000",0.0%,"5,227,000",122,"2,611",1,8,한국,한국,신프로덕션,,15세이상관람가,"액션,드라마",김효천,"이대근,이대엽"
474,오피스텔-잘하는애들로,2019.6.7,"663,000",0.0%,"663,000",122,122,20,20,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,천성준,
477,방황의 날들,2007.9.7,"321,000",0.0%,"10,217,500",121,"2,150",1,39,한국,한국,위드시네마,위드시네마,15세이상관람가,드라마,김소영,"강태구,김지선,김복자"
478,손희정이 영화를 말하다-콩나물·내게 사랑은 너무 써·사라진 밤·잘돼가? 무엇이든,,"1,440,000",0.0%,"1,440,000",120,120,1,1,한국,한국,,,,드라마,,
478,졸업,,"795,000",0.0%,"962,000",120,155,2,8,한국,한국,,,,드라마,허지예,"최희승,이태경"
480,SIDOF2019_밤낮/463 Poem of the lost/우리 아버지께,,"825,000",0.0%,"825,000",119,119,1,2,한국,한국,,,,다큐멘터리,,
480,"SIDOF2019_부당, 쓰러지지 않는/보이지 않는 아이들/례",,"827,500",0.0%,"827,500",119,119,1,2,한국,한국,,,,다큐멘터리,,
480,여대생들의은밀한아르바이트,2019.5.7,"657,000",0.0%,"657,000",119,119,20,20,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,천성준,
483,극장판 안녕 자두야,2016.5.4,"829,000",0.0%,"2,139,119,500",117,"280,656",1,1,한국,한국,"아툰즈,씨제이이앤엠(주)",씨제이이앤엠(주),전체관람가,애니메이션,손석우,"여민정,양정화,이수진"
483,벙어리 삼룡이,1964.11.13,"234,000",0.0%,"11,283,000",117,"5,483",1,8,한국,한국,신필름,,15세이상관람가,"멜로/로맨스,사극",신상옥,"최은희,김진규,박노식,도금봉"
485,나는 원래 대전에서 로맨틱 코미디를 찍으려고 했었다,2019.6.1,"497,000",0.0%,"497,000",116,116,3,69,한국,한국,대흥영화사,주식회사 씨엠닉스,12세이상관람가,드라마,배기원,"이종철,조하영"
485,사랑해! 진영아,2013.11.7,"467,000",0.0%,"35,242,000",116,"5,065",1,97,한국,한국,"㈜인디스토리,(주)어뮤즈엔터테인먼트","㈜인디스토리,(주)인디플러그",15세이상관람가,드라마,이성은,"김규리,박원상,윤소정,이성은,이영은,이완수,이정일,장인영,장정인,진수,최정은,황동궁,김원해,이민아,최유화,전수진,임현성"
485,장모의유혹,2019.2.22,"764,000",0.0%,"764,000",116,116,20,20,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김이슬,
488,여사장,,"230,000",0.0%,"4,405,000",115,"2,210",1,6,한국,한국,,,,"코미디,멜로/로맨스",한형모,"조미령,이수련"
489,60만번의 트라이,2014.9.18,"228,000",0.0%,"149,131,300",114,"21,597",1,12,한국,"한국,일본","꼬마프레스,60만번의트라이제작위원회",㈜인디스토리,12세이상관람가,다큐멘터리,"박사유,박돈사","문정희,조성경,최현,김관태,문정희,문정희"
489,군산: 거위를 노래하다,2018.11.8,"761,000",0.0%,"127,281,500",114,"15,447",2,27,한국,한국,"(주)률필름,(주)백그림",(주)트리플픽쳐스,15세이상관람가,드라마,장률,"박해일,문소리,정진영,박소담,구성호,김다영,김동영,김보선,김봉수,김세희,김재경,김정현,김정희,김진아,김진아,김하영,김희정,박상호,박수연,신승훈,이미선,이미숙,이용수,이은혜,이지윤,이지윤,이한나,정보람,정재필,조양,조현정,최선,하수정,황동규,권태원,한예리"
491,자매의은밀한스와핑-무삭제,2019.2.15,"650,000",0.0%,"650,000",113,113,20,20,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
491,폐교,2019.9.5,"670,300",0.0%,"670,300",113,113,20,22,한국,한국,(주)유비네트워크,(주)유비네트워크,15세이상관람가,"공포(호러),미스터리",최효원,천이슬
493,맛있는엄마들,2019.9.27,"643,000",0.0%,"643,000",111,111,20,20,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,이철,
493,아내의유혹,2019.10.25,"644,000",0.0%,"644,000",111,111,20,21,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,천성준,
495,SIDOF2019_친밀한 가족/꽃피는 편지/우리보고 죽우란 말이냐,,"766,000",0.0%,"766,000",110,110,1,2,한국,한국,,,,다큐멘터리,,
495,가슴큰엄마들,2019.8.16,"638,000",0.0%,"638,000",110,110,20,20,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,차지민,
495,강철비,2017.12.14,"770,000",0.0%,"35,490,346,466",110,"4,452,850",1,1,한국,한국,"(주)와이웍스엔터테인먼트,(주)모팩",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,드라마",양우석,"정우성,곽도원,김갑수,김의성,이경영,조우진,정원중,김명곤,박은혜,김지호,안미나,원진아,정유나,이상민,이정호,정환,한승헌,박민희,한창현,이양희,현봉식,손성찬"
495,고양이를 부탁해,2001.10.12,"990,000",0.0%,"1,913,000",110,266,1,2,한국,한국,(주)마술피리,(주)시네마서비스,12세관람가,드라마,정재은,"배두나,이요원,옥지영,손기호,정효인,김화영,홍승환,박성근,이은실,임근아,유순철,장소연,김광규,황석정,오태경,김수현,문정희"
495,동생의 여자-무삭제,2019.3.22,"644,000",0.0%,"644,000",110,110,19,20,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,장두만,
495,엄마학개론,2019.4.19,"644,000",0.0%,"644,000",110,110,20,20,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,차지민,
495,이모의유혹2,2019.7.5,"639,000",0.0%,"639,000",110,110,20,20,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김이슬,
502,그 여자의 죄가 아니다,,"223,000",0.0%,"1,137,000",109,566,1,6,한국,한국,,,,드라마,신상옥,노능걸
502,후배부부와 교환섹스-무삭제,2018.8.3,"639,000",0.0%,"644,000",109,110,19,19,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,남현수,
504,"님아, 그 강을 건너지 마오",2014.11.27,"238,000",0.0%,"37,357,793,079",107,"4,802,280",1,55,한국,한국,아거스필름,"CGV아트하우스,(주)대명문화공장",전체관람가,다큐멘터리,진모영,"조병만,강계열"
505,개와 고양이를 위한 시간,,"688,500",0.0%,"688,500",106,106,1,2,한국,한국,,,,다큐멘터리,임진평,
505,두만강,2011.3.17,"237,000",0.0%,"17,543,600",106,"2,542",1,11,한국,"한국,프랑스,중국",(주)률필름,㈜인디스토리,15세이상관람가,드라마,장률,"윤란,최건,진 리늘 리,김영화"
507,5.18 힌츠페터 스토리,2018.5.17,"735,000",0.0%,"73,237,600",105,"10,715",1,4,한국,한국,KBS,(주)드림팩트엔터테인먼트,12세이상관람가,다큐멘터리,장영주,"위르겐 힌츠페터,조성하,김승필,장영주"
508,삼등과장,,"208,000",0.0%,"3,580,000",104,"1,812",1,8,한국,한국,,,,"코미디,멜로/로맨스,드라마",이봉래,"김승호,도금봉,황정순,김희갑"
509,7번방의 선물,2013.1.23,"554,000",0.0%,"91,433,836,670",102,"12,811,537",12,34,한국,한국,"(주)화인웍스,(주)씨엘엔터테인먼트",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,드라마",이환경,"류승룡,박신혜,갈소원,정진영,오달수,박원상,김정태,정만식,김기천,장호준,김동민,박수진,박유경,박정배,조덕현,박상면,조재윤,박길수,이승연"
509,프랑스여자,,"767,000",0.0%,"767,000",102,102,1,3,한국,한국,(주)바람이분다,,,드라마,김희정,
511,당신의 부탁,2018.4.19,"700,000",0.0%,"207,479,428",100,"25,889",1,1,한국,한국,(주)명필름,CGV아트하우스,15세이상관람가,드라마,이동은,"임수정,윤찬영,이상희,서신애,한주완,서정연,우지현,김선영,강태영,공희철,권세영,김건우,김동혁,김민재,김소진,김슬기,김자영,김태우,문상호,이아린,이유진,이혜린,임용순,장혜진,이화룡,안민영"
511,뷰티 인사이드,2015.8.20,"600,000",0.0%,"16,186,031,031",100,"2,058,096",1,1,한국,한국,(주)용필름,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"판타지,멜로/로맨스",백,"한효주,김대명,도지한,배성우,박신혜,이범수,박서준,김상호,천우희,우에노 주리,이재준,김민재,이현우,조달환,이진욱,홍다미,서강준,김희원,이동욱,고아성,김주혁,유연석,이동휘,문숙,이경영,최용민,이미도,신동미,김시은,유재상,오상철,임예진,정두원,박지현,정은교,조유덕,차수보,차정환,손영진,신예진,유보라,윤여진,이미애,홍승철,이성준,이소연,이슬기,이승대,이진성,공민정,고규필,이봄,손슬기,박근록,이지민,우상기,박민수,권기하,장의수,손성찬"
513,박화영,2018.7.19,"792,000",0.0%,"48,208,000",99,"5,861",1,2,한국,한국,명필름랩,(주)리틀빅픽쳐스,청소년관람불가,드라마,이환,"김가희,강민아,이재균,이유미,김도완,하윤경,오하늬,차순배,한별,우지현,강태영,김나연,김나영,김나영,김대인,김민주,김서윤,김예은,김지성,김지원,김태영,박시연,박정규,박정규,박정서,박정원,서정일,유정민,이나영,이민지,이은지,이재석,이현진,이혜린,장유진,최진,최지혜,한승상,허준석,양현민,황영희,전배수"
514,살아남은 아이,2018.8.30,"525,000",0.0%,"91,683,800",98,"11,067",1,6,한국,한국,(주)아토,"CGV아트하우스,(주)엣나인필름",12세이상관람가,드라마,신동석,"최무성,김여진,성유빈,김도영,김도현,김상범,김상우,김시영,김지혜,김희정,박승찬,박영진,박진희,배준성,서영민,송승현,이경진,이민재,이범희,이수민,이수연,이수지,이순옥,이승훈,이유리,이종재,이현주,인영교,장승화,조은아,주소윤,차재민,하유정,이화룡,김도영,장준휘,손석배,박성연"
515,지슬 - 끝나지 않은 세월2,2013.3.21,"672,000",0.0%,"997,641,200",96,"145,398",1,1,한국,한국,"주식회사 자파리필름,설문대영상",(주)영화사 진진,15세이상관람가,드라마,오멸,"이경준,홍상표,문석범,양정원,오영순,장경섭,우성욱,박순동,조은,주정애,최은미,성민철,어성욱,이경준,백종환"
516,오렌지필름 기획전 - 사각 사각,,"849,000",0.0%,"849,000",94,94,1,4,한국,한국,,,,기타,,
516,왕후 심청,2005.8.11,"564,000",0.0%,"425,763,000",94,"72,702",1,1,한국,한국,코아필름서울(주),(주)영화사한결,전체관람가,"애니메이션,드라마,판타지",넬슨 신,"강희선,최문자,탁원제,김도현"
516,우리 학교,2007.3.29,"687,000",0.0%,"214,274,000",94,"34,917",1,4,한국,한국,스튜디오느림보,"(주)영화사 진진,아트플러스시네마네트워크",전체관람가,다큐멘터리,김명준,"조경래,김화수,조명수,홍성택,홍성화,조성래,김희숙,김희윤,박용일,조영래,박지연,박지영,조창휘,변재훈,강성룡,서정화,김대황,김일수,윤병철,장광수,장영진,정미나,박선화,박세영,박순애,박애리,박애리,정시영,오희연,정지수,김정복,김순,오경준,김지연"
516,의형제,2010.2.4,"564,000",0.0%,"40,154,381,000",94,"5,416,923",1,1,한국,한국,"(주)쇼박스,(주)다세포클럽,루비콘픽쳐스㈜",(주)쇼박스,15세이상관람가,"드라마,액션",장훈,"송강호,강동원,전국환,박혁권,윤희석,최정우,정인기,설진욱,강명희,홍서백,박용진,김의용,황순욱,황인준,박현수,김남희,김태환,박민우,임세환,최윤서,김진용,주부진,이현지,백승익,차엽,박진우,김광규,고창석,배용근,유하복,박수영,박성연"
520,파파 오랑후탄,2018.4.19,"558,000",0.0%,"15,385,000",93,"2,073",1,1,한국,한국,시네마미션,파이오니아21,12세이상관람가,다큐멘터리,이성관,"김수연,차세환,최기문"
521,FIWOM 2019 피움초이스4,,"656,800",0.0%,"656,800",92,92,1,1,한국,한국,,,,드라마,,
521,제13회 대단한단편영화제-단편 경쟁 1,,"736,000",0.0%,"736,000",92,92,1,4,한국,한국,,,,기타,,
523,자유부인,1956.6.9,"182,000",0.0%,"5,057,000",91,"2,527",1,6,한국,한국,,,청소년관람불가,드라마,한형모,"박암,김정림"
524,조작된 도시,2017.2.9,"712,000",0.0%,"20,144,704,587",89,"2,515,590",1,1,한국,한국,"(주)티피에스컴퍼니,(주)영화사심플렉스,컬쳐메이트",씨제이이앤엠(주),15세이상관람가,"범죄,액션",박광현,"지창욱,심은경,안재홍,오정세,김상호,김민교,김기천,이하늬,박재민,박정환,박주현,박준규,박지홍,장민준,전영욱,정근수,정상문,신동호,신민철,정이삭,오준표,오지홍,조진규,윤성민,최경미,최경식,최창국,이민호,이민호,이상진,이석,이석,이수빈,한성관,이유진,이정훈,이정훈,이종혁,노남석,백승철,손강국,한지은,박지후,오재세,김슬기,박경혜,권태원,이성우"
525,워낭소리,2009.1.15,"181,000",0.0%,"19,077,014,900",88,"2,934,883",1,9,한국,한국,스튜디오느림보,㈜인디스토리,전체관람가,다큐멘터리,이충렬,"최원균,이삼순,최종만,최종민,김민자"
525,한국인을 관두는 법,,"677,000",0.0%,"677,000",88,88,1,3,한국,한국,,,,다큐멘터리,안건형,
527,바람의 언덕,,"637,000",0.0%,"637,000",86,86,1,2,한국,한국,,,,드라마,박석영,"정은경,장선,김태희,김준배,장해금,박소이"
527,유관순,,"172,000",0.0%,"1,764,000",86,882,1,6,한국,한국,,,,드라마,윤봉춘,"도금봉,한은진"
529,고봉수 감독 단편선,,"293,100",0.0%,"293,100",85,85,2,64,한국,한국,고브로 필름,주식회사 씨엠닉스,15세이상관람가,기타,고봉수,권기하
530,인랑,2018.7.25,"672,000",0.0%,"7,007,294,673",84,"899,029",1,1,한국,한국,(주)루이스 픽쳐스,워너브러더스 코리아(주),15세이상관람가,"SF,액션",김지운,"강동원,한효주,정우성,김무열,최민호,한예리,신은수,허준호,문예원,김현준,이가경,박형수,전여빈,김기태,이동하,김재영,이승진,이시형,서영민,선호삼,이진한,이찬희,이확광,임서영,안성봉,양도현,김현창,박영서,박주희,정원종,조아라,김기범,최진호,허지원,김성호,김성호,김예은,김우진,소윤호,정기섭,정원중,장원형"
530,피아골,1955.9.23,"168,000",0.0%,"1,468,000",84,734,1,5,한국,한국,백호프로덕션,,,"드라마,전쟁",이강천,"노경희,김진규,허장강,이예춘"
532,FIWOM 2019 피움초이스2,,"553,000",0.0%,"553,000",80,80,1,1,한국,한국,,,,드라마,,
532,SIDOF2019_상/적막의 경관/야경,,"560,000",0.0%,"560,000",80,80,1,2,한국,한국,,,,다큐멘터리,,
534,한말풍운과 민충정공,,"158,000",0.0%,"3,438,000",79,"1,725",1,6,한국,한국,,,,"사극,드라마","윤봉춘,남홍일","김동원,전옥,김신재"
535,15th 필름다빈 프로젝트: 김시은 배우전,,"683,000",0.0%,"683,000",76,76,1,2,한국,한국,,,,기타,,
535,구르는 돌처럼,,"523,000",0.0%,"818,000",76,129,1,8,한국,한국,,,,다큐멘터리,박소현,
537,걸작,2019.7.1,"215,000",0.0%,"215,000",75,75,1,61,한국,한국,주식회사 씨엠닉스,주식회사 씨엠닉스,12세이상관람가,코미디,최진욱,"최진욱,주남정,김명건,이주예,박상준,강재철,하명진,전상진,채연희,최근모,민승준"
537,아가씨(확장판),,"750,000",0.0%,"126,017,200",75,"15,986",1,1,한국,한국,,,청소년관람불가,"스릴러,드라마",박찬욱,"김민희,김태리,하정우,조진웅,김해숙,문소리,최병모,김인우,이용녀,조은형"
537,작은 빛,,"518,000",0.0%,"1,613,000",75,234,1,8,한국,한국,,(주)시네마달,12세이상관람가,"드라마,가족",조민재,곽진무
537,탐정 홍길동: 사라진 마을,2016.5.4,"750,000",0.0%,"11,516,920,845",75,"1,430,960",1,1,한국,한국,(주)영화사비단길,씨제이이앤엠(주),15세이상관람가,"드라마,액션",조성희,"이제훈,김성균,박근형,정성화,고아라,노정의,김하나,유승목,박정원,박지훈,오현암,유정래,윤상훈,이민아,이민지,이상희,정준용,김하나,고우림"
541,오렌지필름 기획전-무슨 말이 필요해!,,"578,000",0.0%,"578,000",74,74,1,5,한국,한국,,,,기타,,
541,오하늬배우 상영회,,"808,000",0.0%,"808,000",74,74,1,1,한국,한국,,,,기타,,
543,동경,2019.8.1,"166,000",0.0%,"166,000",73,73,1,61,한국,한국,,주식회사 씨엠닉스,15세이상관람가,드라마,윤웅대,"주종혁,이해선"
543,오렌지필름 기획전 - 2 4/2 4 - 이사 혹은 사이,,"556,000",0.0%,"556,000",73,73,1,5,한국,한국,,,,기타,,
543,오렌지필름 기획전-핑퐁,,"506,500",0.0%,"506,500",73,73,1,7,한국,한국,,,,드라마,,
546,공동정범,2018.1.25,"603,000",0.0%,"86,344,300",72,"11,899",1,4,한국,한국,성소수문화환경을 위한 모임 '연분홍치마',"(주)엣나인필름,(주)시네마달",15세이상관람가,다큐멘터리,"김일란,이혁상","이충연,김주환,김창수,천주석,지석준,김재호,이충연,김형태,김성환,김영근"
546,장준휘배우 상영회,,"788,000",0.0%,"788,000",72,72,1,1,한국,한국,,,,드라마,,
548,기생-꽃의 고백,2018.1.25,"209,000",0.0%,"6,613,000",70,"1,933",1,2,한국,한국,한국영상대학교,필름에이픽쳐스,12세이상관람가,다큐멘터리,"홍태선,임혁","장금도,김가애"
549,출간 기념 상영회,,"663,000",0.0%,"663,000",69,69,1,1,한국,한국,,,,기타,,
549,공공의 적,2002.1.24,"622,500",0.0%,"1,768,000",69,207,1,2,한국,한국,(주)시네마서비스,(주)시네마서비스,18세관람가,"범죄,액션",강우석,"설경구,이성재,강신일,안내상,이문식,성지루,유해진,허명행,조규성,조영민,조용수,김병인,금종택,서범식,명영호,김다은,김경은,서지오,전재홍,정기성,양재성,이충희,안석환,기주봉,윤문식,김강일,이도겸,권병길,이칸희,권태원,김경룡"
549,"나의 아들, 나의 어머니",2015.12.17,"138,000",0.0%,"30,245,300",69,"4,307",1,18,한국,한국,"창작집단917,민프로덕션",(주)인디플러그,전체관람가,다큐멘터리,안재민,
552,FIWOM 2019 피움초이스3,,"476,000",0.0%,"476,000",68,68,1,1,한국,한국,,,,드라마,,
552,악사들,2014.12.4,"136,000",0.0%,"8,032,700",68,"1,473",1,58,한국,한국,"반달,'탁주'조합",㈜인디스토리,15세이상관람가,다큐멘터리,김지곤,"박기태,이승호"
554,단편섹션 2 (이주영 배우전),,"335,000",0.0%,"335,000",67,67,1,3,한국,한국,,,,기타,,
554,만신,2014.3.6,"402,000",0.0%,"274,157,300",67,"36,602",1,1,한국,한국,볼,(주)엣나인필름,15세이상관람가,"다큐멘터리,드라마",박찬경,"김새론,류현경,문소리,김금화,강민석,백지원,서경숙,서경숙,안주영,조슬예,최서영,이상우,이상희,김경미,한선희,한송화,이승준,이은미,이은미,이정호,김대환,김상돈,김은주,김은주,김익현,김익현,김현석,김혜경,박성용,김새벽,류혜영,김중기,이용녀,이화룡,전소현"
554,이태원,2019.12.5,"450,000",0.0%,"2,249,500",67,375,1,7,한국,한국,영희야 놀자,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),15세이상관람가,다큐멘터리,강유가람,"삼숙,나키,영화"
557,단편4: 여성의 시간들 –인디피크닉2019,,"405,500",0.0%,"405,500",66,66,1,5,한국,한국,,,,기타,,
557,바세코의 아이들,2014.8.14,"132,000",0.0%,"18,922,500",66,"3,216",1,20,한국,한국,타이밍(주),주식회사 마운틴픽쳐스,전체관람가,다큐멘터리,김경식,"신승철,이경욱"
557,수퍼 디스코,2019.11.28,"594,000",0.0%,"594,000",66,66,1,2,한국,한국,명필름랩,(주)리틀빅픽쳐스,12세이상관람가,다큐멘터리,이주호,"나잠 수,JJ핫산,김간지,지,홍기,고건혁"
557,심도,2011.3.17,"435,000",0.0%,"1,036,500",66,140,1,2,한국,"한국,일본",한국영화아카데미,씨제이이앤엠(주),청소년관람불가,드라마,류스케 하마구치,"김민준,이시다 호시"
561,B급 며느리,2018.1.17,"211,500",0.0%,"155,402,100",65,"20,085",1,6,한국,한국,영화연구소,"(주)에스와이코마드,글뫼 주식회사",12세이상관람가,다큐멘터리,선호빈,"김진영,조경숙,이현수,김진철,김청승,김현신,박봉남,김강수"
562,임호준배우 상영회,,"683,000",0.0%,"683,000",63,63,1,1,한국,한국,,,,기타,,
563,열혈남아,2006.11.9,"555,500",0.0%,"2,835,529,300",62,"466,169",1,2,한국,한국,(주)싸이더스,씨제이엔터테인먼트,15세관람가,"드라마,범죄,액션",이정범,"설경구,김호연,조한선,최경원,김경란,김영옥,나문희,주진모,김경희,조나현,최준영,이문호,윤종석,오민석,이준희,이현상,김준배,조덕제,윤제문,조희봉,오민석"
563,유은정 감독 특별전(인디스데이),,"411,500",0.0%,"411,500",62,62,1,9,한국,한국,,,,기타,유은정,
565,제13회 대단한단편영화제-단편 경쟁 4,,"488,000",0.0%,"488,000",61,61,1,4,한국,한국,,,,기타,,
566,가슴 큰 여자친구 무삭제판,2019.8.28,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)담화,(주)담화,청소년관람불가,멜로/로맨스,준세,
566,그 사람 그 사랑 그 세상,2014.11.20,"120,000",0.0%,"303,043,000",60,"42,397",1,4,한국,한국,KBS,"THE 픽쳐스,(주)팝엔터테인먼트",전체관람가,다큐멘터리,권혁만,"강석우,최강희,이광기"
566,누나의맛 무삭제판,2019.10.22,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)담화,(주)담화,청소년관람불가,기타,미스터빽,
566,법피아,2019.5.2,"377,000",0.0%,"377,000",60,60,2,11,한국,한국,월드 영화사,월드 영화사,15세이상관람가,다큐멘터리,박두혁,"박두혁,오안진,손선아"
566,아내의알바,2019.10.17,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",최정자,
566,어린고모 무삭제판,2019.10.29,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",최정자,
566,여배우: 섹스수업 무삭제판,2019.10.1,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,청소년관람불가,멜로/로맨스,노승택,"조완진,이채담"
566,옆집아가씨 무삭제판,2019.8.1,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)담화,(주)담화,청소년관람불가,기타,신성진,
566,제13회 대단한단편영화제-단편 경쟁 2,,"480,000",0.0%,"480,000",60,60,1,4,한국,한국,,,,기타,,
566,탐스런 옆집아내,2019.10.18,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동연,
566,파도를 걷는 소년,,"394,000",0.0%,"394,000",60,60,1,3,한국,한국,(주)컬쳐플랫폼,(주)컬쳐플랫폼,15세이상관람가,드라마,최창환,"곽민규,김현목,민동호,김해나,강길우"
577,7월 단편 상상극장-SING,,"464,000",0.0%,"464,000",58,58,1,5,한국,한국,,,,기타,,
577,뷰티풀 데이즈,2018.11.21,"320,000",0.0%,"54,870,550",58,"7,352",2,13,한국,"한국,프랑스",(주)페퍼민트앤컴퍼니,"(주)콘텐츠판다,(주)스마일이엔티",12세이상관람가,드라마,윤재호,"이나영,장동윤,오광록,서현우,고영상,김아라,김현주,이강우,이기훈,이정은,전성모,정준화,김현우,최지안,이유준"
577,섹스하기 좋은 날 무삭제,2019.3.12,"177,000",0.0%,"177,000",58,58,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,"박주빈,도모세"
580,국도극장,,"264,000",0.0%,"264,000",57,57,1,1,한국,한국,명필름랩,(주)리틀빅픽쳐스,,드라마,전지희,"이동휘,이한위,신신애,이상희,김서하,서현우,임성재,강태우,윤영민,임도윤,김현,정규수"
580,신이 보낸 사람,2014.2.13,"114,000",0.0%,"3,069,425,100",57,"424,849",1,4,한국,한국,주식회사 태풍코리아,"주식회사 마운틴픽쳐스,(주)마인스 엔터테인먼트",15세이상관람가,드라마,김진무,"김인권,홍경인,최규환,기주봉,안병경,조덕제,김재화,박정희,임준규,정동철,정유동,정현기,권혁주,황규연,이정수,이정민,김상준,김은혜,최규환,안병경,오산하,지용석,전국향"
582,산나리,,"386,000",0.0%,"753,000",56,109,1,4,한국,한국,,,,다큐멘터리,김응수,
582,오렌지필름 3월 상영회 [눈을 감아보면],,"417,000",0.0%,"417,000",56,56,1,7,한국,한국,,,,기타,,
582,외롭고 높고 쓸쓸한,,"361,000",0.0%,"361,000",56,56,2,8,한국,한국,,,,다큐멘터리,,
582,제13회 대단한단편영화제-단편 경쟁 3,,"448,000",0.0%,"448,000",56,56,1,4,한국,한국,,,,기타,,
586,주홍글씨,2004.10.29,"138,000",0.0%,"6,649,722,000",55,"1,030,570",1,2,한국,한국,(주)엘제이필름,(주)쇼박스,18세관람가,"스릴러,멜로/로맨스",변혁,"성현아,한석규,이은주,변혁,엄지원,김중기,정인기"
586,카트,2014.11.13,"330,000",0.0%,"5,929,808,133",55,"814,676",1,1,한국,한국,(주)명필름,(주)리틀빅픽쳐스,12세이상관람가,드라마,부지영,"염정아,문정희,김영애,김강우,이승준,도경수,김민경,김선간,김지은,김지현,김현,이고운,이승준,이주현,이지혜,김수안,지우,길해연,황정민,김희원,박미현,송지인,장리우,목규리,박수영,이창훈,천우희,박지연,박성연"
588,우경,,"355,000",0.0%,"479,000",54,72,1,5,한국,한국,,,,,,
588,이상한 게임,2019.6.9,"324,000",0.0%,"324,000",54,54,1,1,한국,한국,디자인 콘텐츠,디자인 콘텐츠,15세이상관람가,"미스터리,스릴러",신재천,"공호석,이환,안여진,장희웅"
588,한경직,2012.9.13,"108,000",0.0%,"107,761,500",54,"18,372",1,4,한국,한국,주식회사 마운틴픽쳐스,주식회사 마운틴픽쳐스,전체관람가,다큐멘터리,천정훈,"정애리,이동욱"
591,5월 단편 상상극장-강상우 감독전,,"424,000",0.0%,"424,000",53,53,1,4,한국,한국,,,,기타,강상우,
591,각자의 미식,,"326,000",0.0%,"326,000",53,53,1,2,한국,한국,하준사,하준사,12세이상관람가,드라마,조성규,"임원희,박규리,임성미"
591,나는보리,,"344,000",0.0%,"1,566,000",53,231,1,2,한국,한국,파도,(주)영화사 진진,,"가족,드라마",김진유,"김아송,이린하,곽진석,허지나,정이랑"
594,오렌지필름 기획전 - 위대한 귀여움에 대하여,,"353,000",0.0%,"353,000",52,52,1,7,한국,한국,,,,기타,,
594,우리는 매일매일,,"260,000",0.0%,"260,000",52,52,1,1,한국,한국,,,,다큐멘터리,강유가람,
594,잊혀진 가방,2010.7.29,"104,000",0.0%,"59,908,500",52,"8,957",1,4,한국,한국,파이오니아21,주식회사 마운틴픽쳐스,전체관람가,다큐멘터리,김상철,"이현우,권오중"
597,옥탑방열기,,"355,000",0.0%,"1,837,000",51,328,1,2,한국,한국,,,12세이상관람가,다큐멘터리,"고유정,노은지",
