순위,영화명,개봉일,상영횟수,상영점유율,매출액,누적매출액,관객수,누적관객수
24,앙상블,2014-12-18,1,0.012%,16000,6778500,3,873
24,민우씨 오는 날,,1,0.012%,35000,3828500,7,778
24,소리굽쇠,2014-10-30,1,0.012%,28000,24104800,4,3059
1,국제시장,2014-12-17,4807,56.666%,3746238400,71873345161,464389,9225814
2,"님아, 그 강을 건너지 마오",2014-11-27,1393,16.421%,429431400,35749141779,53485,4587983
3,기술자들,2014-12-24,1002,11.812%,409944300,19058727483,50330,2459712
4,워킹걸,2015-01-07,892,10.515%,247568693,658120379,29656,81261
5,개를 훔치는 완벽한 방법,2014-12-31,167,1.969%,72040100,1538570865,9242,202432
6,상의원,2014-12-24,66,0.778%,17573300,6166697264,2139,785530
7,설해,2015-01-08,41,0.483%,2811500,22359500,357,2992
8,뽀로로 극장판 눈요정 마을 대모험,,32,0.377%,3902600,1261411500,773,252281
9,쿼바디스,2014-12-10,17,0.2%,1967000,135767900,265,17977
10,더 테너 리리코 스핀토,2014-12-31,13,0.153%,3523300,362733541,481,46852
11,목숨,2014-12-04,9,0.106%,896000,281345600,121,36600
12,그 사람 그 사랑 그 세상,2014-11-20,8,0.094%,277000,186553500,38,25138
13,다이빙벨,2014-10-23,5,0.059%,425000,340728500,54,49186
14,순천,2014-09-04,4,0.047%,8000,22794200,4,3591
14,리칭의 여선생,1972-07-06,4,0.047%,207000,5465000,102,2716
14,"제자, 옥한흠",2014-10-30,4,0.047%,351000,358741200,41,48835
17,파티51,2014-12-11,3,0.035%,119000,14529800,20,1953
17,미워도 다시 한번,1968-07-16,3,0.035%,234000,11712000,117,5800
19,미라클 여행기,2015-01-15,2,0.024%,1152000,5747000,288,1055
20,거인,2014-11-13,1,0.012%,162000,175917400,24,23239
20,카트,2014-11-13,1,0.012%,72000,5924599433,12,813934
20,한공주,2014-04-17,1,0.012%,36000,1786808300,4,225245
20,자유의 언덕,2014-09-04,1,0.012%,117000,310248827,13,38236
20,두 번째 엄마,2014-12-31,1,0.012%,14000,982000,2,235
20,소리굽쇠,2014-10-30,1,0.012%,0,24104800,0,3059
20,못,2014-11-20,1,0.012%,47000,16924600,6,2365
20,"안녕, 투이",2014-11-27,1,0.012%,23000,7943300,3,1168
20,카토 프로젝트,2014-04-17,1,0.012%,2000,1906000,1,629
20,앙상블,2014-12-18,1,0.012%,24000,6802500,4,877
20,악사들,2014-12-04,1,0.012%,42000,7700200,6,1367
1,국제시장,2014-12-17,4672,56.466%,3731772100,75605117261,462989,9688803
2,"님아, 그 강을 건너지 마오",2014-11-27,1377,16.642%,453807200,36202948979,56205,4644188
3,기술자들,2014-12-24,964,11.651%,384417700,19443145183,46803,2506515
4,워킹걸,2015-01-07,874,10.563%,228749100,886869479,27188,108449
5,개를 훔치는 완벽한 방법,2014-12-31,170,2.055%,72333700,1610904565,9178,211610
6,상의원,2014-12-24,60,0.725%,14124800,6180822064,1743,787273
7,설해,2015-01-08,43,0.52%,2768000,25127500,351,3343
8,뽀로로 극장판 눈요정 마을 대모험,,37,0.447%,4763700,1266175200,1028,253309
9,쿼바디스,2014-12-10,18,0.218%,2087500,137855400,275,18252
10,더 테너 리리코 스핀토,2014-12-31,12,0.145%,2541900,365275441,348,47200
11,목숨,2014-12-04,8,0.097%,556000,281901600,73,36673
12,그 사람 그 사랑 그 세상,2014-11-20,7,0.085%,79000,186632500,15,25153
13,맨발의 청춘,,4,0.048%,892000,12123000,443,6480
13,떠날 때는 말없이,,4,0.048%,336000,6517000,168,3256
13,리칭의 여선생,1972-07-06,4,0.048%,187000,5652000,92,2808
13,순천,2014-09-04,4,0.048%,8000,22802200,4,3595
17,파티51,2014-12-11,3,0.036%,282000,14811800,38,1991
18,다이빙벨,2014-10-23,2,0.024%,392000,341120500,50,49236
18,춘하추동 로맨스,2014-12-04,2,0.024%,77000,8077800,10,1194
18,"제자, 옥한흠",2014-10-30,2,0.024%,207000,358948200,23,48858
21,족구왕,2014-08-21,1,0.012%,26000,359419000,3,45661
21,"안녕, 투이",2014-11-27,1,0.012%,62000,8005300,8,1176
21,카토 프로젝트,2014-04-17,1,0.012%,2000,1908000,1,630
21,자유의 언덕,2014-09-04,1,0.012%,72000,310320827,12,38248
21,못,2014-11-20,1,0.012%,7000,16931600,1,2366
21,앙상블,2014-12-18,1,0.012%,30000,6832500,5,882
21,악사들,2014-12-04,1,0.012%,21000,7721200,3,1370
1,국제시장,2014-12-17,4244,54.285%,1169140700,76774257961,157483,9846286
2,"님아, 그 강을 건너지 마오",2014-11-27,1298,16.603%,151266100,36354215079,20654,4664842
3,기술자들,2014-12-24,954,12.203%,132027400,19575172583,17074,2523589
4,워킹걸,2015-01-07,889,11.371%,95607300,982476779,12357,120806
5,개를 훔치는 완벽한 방법,2014-12-31,183,2.341%,26897900,1637802465,3646,215256
6,상의원,2014-12-24,67,0.857%,7683500,6188505564,1037,788310
7,설해,2015-01-08,38,0.486%,946500,26074000,130,3473
8,허삼관,2015-01-14,37,0.473%,40270000,58036000,4971,7045
9,뽀로로 극장판 눈요정 마을 대모험,,19,0.243%,987500,1267162700,198,253507
10,쿼바디스,2014-12-10,16,0.205%,1329000,139184400,187,18439
10,더 테너 리리코 스핀토,2014-12-31,16,0.205%,3585500,368860941,500,47700
12,목숨,2014-12-04,9,0.115%,402000,282303600,53,36726
13,그 사람 그 사랑 그 세상,2014-11-20,8,0.102%,82000,186714500,17,25170
14,순천,2014-09-04,5,0.064%,10000,22812200,5,3600
15,오늘의 연애,2015-01-14,4,0.051%,7921000,57201000,958,6643
15,떠날 때는 말없이,,4,0.051%,310000,6827000,155,3411
15,맨발의 청춘,,4,0.051%,828000,12951000,414,6894
18,다이빙벨,2014-10-23,3,0.038%,211000,341331500,27,49263
18,거인,2014-11-13,3,0.038%,79000,175996400,12,23251
20,"제자, 옥한흠",2014-10-30,2,0.026%,154000,359102200,20,48878
20,파티51,2014-12-11,2,0.026%,88000,14899800,12,2003
22,앙상블,2014-12-18,1,0.013%,30000,6862500,5,887
22,2015 우수 단편영화 상영 02,,1,0.013%,0,0,0,0
22,춘하추동 로맨스,2014-12-04,1,0.013%,21000,8098800,3,1197
22,한공주,2014-04-17,1,0.013%,53000,1786861300,7,225252
22,카토 프로젝트,2014-04-17,1,0.013%,2000,1910000,1,631
22,미라클 여행기,2015-01-15,1,0.013%,576000,6323000,144,1199
22,자유의 언덕,2014-09-04,1,0.013%,80000,310400827,10,38258
22,경주,2014-06-12,1,0.013%,31000,473381500,4,63493
22,두 번째 엄마,2014-12-31,1,0.013%,14000,996000,2,237
22,도희야,2014-05-22,1,0.013%,16000,831171100,2,106540
22,"1789, 바스티유의 연인들",2014-09-18,1,0.013%,178000,68408500,9,4030
22,카트,2014-11-13,1,0.013%,144000,5924743433,18,813952
22,생각보다 맑은,2015-01-22,1,0.013%,1134000,1134000,126,126
1,국제시장,2014-12-17,4239,54.297%,1148365300,77922623261,155662,10001948
2,"님아, 그 강을 건너지 마오",2014-11-27,1322,16.934%,161577000,36515792079,22483,4687325
3,기술자들,2014-12-24,943,12.079%,132791100,19707963683,17368,2540957
4,워킹걸,2015-01-07,872,11.169%,93500700,1075977479,12152,132958
5,개를 훔치는 완벽한 방법,2014-12-31,191,2.447%,37942600,1675745065,5212,220468
6,상의원,2014-12-24,66,0.845%,9254400,6197759964,1246,789556
7,설해,2015-01-08,45,0.576%,1162500,27236500,157,3630
8,뽀로로 극장판 눈요정 마을 대모험,,27,0.346%,1617000,1268779700,371,253878
9,쿼바디스,2014-12-10,18,0.231%,1228500,140412900,178,18617
10,더 테너 리리코 스핀토,2014-12-31,15,0.192%,3320000,372180941,439,48139
11,목숨,2014-12-04,8,0.102%,628000,282931600,77,36803
12,그 사람 그 사랑 그 세상,2014-11-20,7,0.09%,96000,186810500,18,25188
13,허삼관,2015-01-14,6,0.077%,6052000,64088000,823,7868
13,오늘의 연애,2015-01-14,6,0.077%,9369000,66570000,1041,7684
15,순천,2014-09-04,5,0.064%,10000,22822200,5,3605
15,다이빙벨,2014-10-23,5,0.064%,189000,341520500,25,49288
15,강남 1970,2015-01-21,5,0.064%,11466000,13370000,1274,1512
18,맨발의 청춘,,4,0.051%,630000,13581000,315,7209
18,떠날 때는 말없이,,4,0.051%,250000,7077000,125,3536
20,파티51,2014-12-11,3,0.038%,34000,14933800,5,2008
20,"제자, 옥한흠",2014-10-30,3,0.038%,168000,359270200,21,48899
20,거인,2014-11-13,3,0.038%,97000,176093400,14,23265
23,자유의 언덕,2014-09-04,2,0.026%,171000,310571827,22,38280
23,카토 프로젝트,2014-04-17,2,0.026%,4000,1914000,2,633
25,미라클 여행기,2015-01-15,1,0.013%,608000,6931000,152,1351
25,소리굽쇠,2014-10-30,1,0.013%,7000,24111800,1,3060
25,1월 단편 상상극장 – 맛있게 먹겠습니다,,1,0.013%,21000,203000,3,29
25,도희야,2014-05-22,1,0.013%,24000,831195100,3,106543
25,경주,2014-06-12,1,0.013%,16000,473397500,2,63495
25,앙상블,2014-12-18,1,0.013%,43000,6905500,7,894
1,국제시장,2014-12-17,2839,30.695%,1068986400,78991609661,144616,10146564
2,오늘의 연애,2015-01-14,2798,30.252%,1032903000,1099473000,133838,141522
3,허삼관,2015-01-14,2684,29.019%,551479100,615567100,73635,81503
4,"님아, 그 강을 건너지 마오",2014-11-27,471,5.092%,64991300,36580783379,9090,4696415
5,기술자들,2014-12-24,237,2.562%,28781000,19736744683,3760,2544717
6,워킹걸,2015-01-07,95,1.027%,9121500,1085098979,1186,134144
7,개를 훔치는 완벽한 방법,2014-12-31,36,0.389%,9173700,1684918765,1337,221805
8,쿼바디스,2014-12-10,17,0.184%,1364400,141777300,219,18836
9,뽀로로 극장판 눈요정 마을 대모험,,11,0.119%,721000,1269500700,167,254045
10,설해,2015-01-08,10,0.108%,183000,27419500,23,3653
11,목숨,2014-12-04,8,0.086%,466000,283397600,64,36867
12,그 사람 그 사랑 그 세상,2014-11-20,6,0.065%,176000,186986500,27,25215
12,상의원,2014-12-24,6,0.065%,504000,6198263964,72,789628
14,순천,2014-09-04,5,0.054%,10000,22832200,5,3610
14,더 테너 리리코 스핀토,2014-12-31,5,0.054%,2859000,375039941,387,48526
16,파티51,2014-12-11,4,0.043%,210000,15143800,29,2037
17,고양이 장례식,2015-01-15,2,0.022%,1533000,11512600,175,1420
17,카토 프로젝트,2014-04-17,2,0.022%,4000,1918000,2,635
19,악사들,2014-12-04,1,0.011%,12000,7733200,2,1372
19,두 번째 엄마,2014-12-31,1,0.011%,14000,1010000,2,239
19,"제자, 옥한흠",2014-10-30,1,0.011%,40000,359310200,5,48904
19,숫호구,2014-08-07,1,0.011%,22000,16348000,4,2117
19,카트,2014-11-13,1,0.011%,236000,5924979433,30,813982
19,레드 툼,2015-07-09,1,0.011%,35000,1257000,7,230
19,족구왕,2014-08-21,1,0.011%,40000,359459000,5,45666
19,못,2014-11-20,1,0.011%,10000,16941600,2,2368
19,앙상블,2014-12-18,1,0.011%,34000,6939500,6,900
19,독립영화발표회(251회) - 박영석 프로그래머 추천전,,1,0.011%,0,0,0,0
19,자유의 언덕,2014-09-04,1,0.011%,48000,310619827,6,38286
19,춘하추동 로맨스,2014-12-04,1,0.011%,21000,8119800,3,1200
19,다이빙벨,2014-10-23,1,0.011%,96000,341616500,12,49300
1,오늘의 연애,2015-01-14,2900,31.093%,1170496100,2269969100,153283,294805
2,국제시장,2014-12-17,2842,30.471%,1071601300,80063210961,145016,10291580
3,허삼관,2015-01-14,2687,28.809%,630807800,1246374900,84013,165516
4,"님아, 그 강을 건너지 마오",2014-11-27,450,4.825%,67959800,36648743179,9649,4706064
5,기술자들,2014-12-24,205,2.198%,22670800,19759415483,2890,2547607
6,워킹걸,2015-01-07,71,0.761%,7647300,1092746279,1012,135156
7,고양이 장례식,2015-01-15,57,0.611%,1344900,12857500,182,1602
8,개를 훔치는 완벽한 방법,2014-12-31,27,0.289%,7342200,1692260965,1035,222840
9,미라클 여행기,2015-01-15,18,0.193%,474400,7405400,62,1413
10,쿼바디스,2014-12-10,15,0.161%,733000,142510300,106,18942
11,뽀로로 극장판 눈요정 마을 대모험,,11,0.118%,999000,1270499700,234,254279
12,그 사람 그 사랑 그 세상,2014-11-20,6,0.064%,152000,187138500,24,25239
12,목숨,2014-12-04,6,0.064%,177000,283574600,23,36890
14,상의원,2014-12-24,5,0.054%,1922000,6200185964,245,789873
15,꽃보다 처녀귀신,2015-01-15,4,0.043%,638000,638000,127,127
16,설해,2015-01-08,3,0.032%,17000,27436500,3,3656
16,강남 1970,2015-01-21,3,0.032%,5512000,18882000,689,2201
16,다이빙벨,2014-10-23,3,0.032%,117000,341733500,15,49315
16,"제자, 옥한흠",2014-10-30,3,0.032%,254000,359564200,32,48936
20,가자! 장미여관으로 3 - 방황 무삭제 감독판,2015-01-15,2,0.021%,28000,28000,4,4
20,흑연비수,1974-03-09,2,0.021%,28000,28000,4,4
20,순천,2014-09-04,2,0.021%,4000,22836200,2,3612
23,도도하라,,1,0.011%,62000,62000,31,31
23,파티51,2014-12-11,1,0.011%,21000,15164800,3,2040
23,더 테너 리리코 스핀토,2014-12-31,1,0.011%,576000,375615941,64,48590
23,경주,2014-06-12,1,0.011%,24000,473421500,3,63498
23,자유의 언덕,2014-09-04,1,0.011%,104000,310723827,13,38299
1,오늘의 연애,2015-01-14,3070,31.982%,1280142013,3550111113,157607,452412
2,국제시장,2014-12-17,2964,30.878%,1244299887,81307510848,157521,10449101
3,허삼관,2015-01-14,2646,27.565%,697718687,1944093587,87228,252744
4,"님아, 그 강을 건너지 마오",2014-11-27,453,4.719%,63604700,36712347879,8273,4714337
5,기술자들,2014-12-24,198,2.063%,25371200,19784786683,3069,2550676
6,워킹걸,2015-01-07,80,0.833%,10259000,1103005279,1240,136396
7,고양이 장례식,2015-01-15,66,0.688%,1626500,14484000,195,1797
8,개를 훔치는 완벽한 방법,2014-12-31,30,0.313%,10380500,1702641465,1273,224113
9,미라클 여행기,2015-01-15,15,0.156%,296000,7701400,38,1451
10,쿼바디스,2014-12-10,13,0.135%,764000,143274300,102,19044
11,뽀로로 극장판 눈요정 마을 대모험,,11,0.115%,1164000,1271663700,289,254568
12,강남 1970,2015-01-21,7,0.073%,12046000,30928000,1334,3535
13,그 사람 그 사랑 그 세상,2014-11-20,6,0.063%,96000,187234500,17,25256
14,상의원,2014-12-24,5,0.052%,657000,6200842964,84,789957
14,순천,2014-09-04,5,0.052%,10000,22846200,5,3617
14,꽃보다 처녀귀신,2015-01-15,5,0.052%,894000,1532000,178,305
14,목숨,2014-12-04,5,0.052%,186000,283760600,24,36914
18,설해,2015-01-08,4,0.042%,90000,27526500,17,3673
18,"제자, 옥한흠",2014-10-30,4,0.042%,130000,359694200,17,48953
20,생각보다 맑은,2015-01-22,2,0.021%,2754000,3888000,459,585
20,카토 프로젝트,2014-04-17,2,0.021%,4000,1922000,2,637
20,자유의 언덕,2014-09-04,2,0.021%,73000,310796827,10,38309
23,한공주,2014-04-17,1,0.01%,35000,1786896300,4,225256
23,더 테너 리리코 스핀토,2014-12-31,1,0.01%,367000,375982941,41,48631
23,못,2014-11-20,1,0.01%,7000,16948600,1,2369
23,악사들,2014-12-04,1,0.01%,7000,7740200,1,1373
23,파티51,2014-12-11,1,0.01%,7000,15171800,1,2041
23,다이빙벨,2014-10-23,1,0.01%,152000,341885500,19,49334
1,오늘의 연애,2015-01-14,3360,33.287%,2306021718,5856132831,282070,734482
2,국제시장,2014-12-17,3330,32.99%,2678070482,83985581330,333477,10782578
3,허삼관,2015-01-14,2524,25.005%,1390044382,3334137969,172506,425250
4,"님아, 그 강을 건너지 마오",2014-11-27,454,4.498%,126140100,36838487979,15677,4730014
5,기술자들,2014-12-24,166,1.645%,39566500,19824353183,4778,2555454
6,워킹걸,2015-01-07,84,0.832%,22585700,1125590979,2689,139085
7,고양이 장례식,2015-01-15,63,0.624%,2081000,16565000,252,2049
8,개를 훔치는 완벽한 방법,2014-12-31,33,0.327%,17689500,1720330965,2229,226342
9,미라클 여행기,2015-01-15,14,0.139%,826000,8527400,101,1552
10,강남 1970,2015-01-21,12,0.119%,20316100,51244100,2435,5970
11,쿼바디스,2014-12-10,8,0.079%,672500,143946800,87,19131
11,뽀로로 극장판 눈요정 마을 대모험,,8,0.079%,1278500,1272942200,254,254822
13,그 사람 그 사랑 그 세상,2014-11-20,6,0.059%,219000,187453500,31,25287
14,순천,2014-09-04,5,0.05%,10000,22856200,5,3622
14,꽃보다 처녀귀신,2015-01-15,5,0.05%,900000,2432000,179,484
16,목숨,2014-12-04,4,0.04%,329000,284089600,43,36957
17,설해,2015-01-08,3,0.03%,380000,27906500,44,3717
17,"제자, 옥한흠",2014-10-30,3,0.03%,205000,359899200,24,48977
17,다이빙벨,2014-10-23,3,0.03%,247000,342132500,34,49368
20,카토 프로젝트,2014-04-17,2,0.02%,4000,1926000,2,639
20,상의원,2014-12-24,2,0.02%,409000,6201251964,49,790006
20,더 테너 리리코 스핀토,2014-12-31,2,0.02%,1532000,377514941,187,48818
23,자유의 언덕,2014-09-04,1,0.01%,207000,311003827,23,38332
23,내 심장을 쏴라,2015-01-28,1,0.01%,994000,994000,142,142
23,파티51,2014-12-11,1,0.01%,49000,15220800,7,2048
1,국제시장,2014-12-17,3256,33.292%,2535865900,86521447230,317114,11099692
2,오늘의 연애,2015-01-14,3226,32.986%,1955542900,7811675731,238918,973400
3,허삼관,2015-01-14,2428,24.826%,1264243000,4598380969,157682,582932
4,"님아, 그 강을 건너지 마오",2014-11-27,447,4.571%,132855200,36971343179,16444,4746458
5,기술자들,2014-12-24,149,1.524%,32425500,19856778683,3868,2559322
6,워킹걸,2015-01-07,79,0.808%,13141000,1138731979,1600,140685
7,고양이 장례식,2015-01-15,53,0.542%,1753600,18318600,211,2260
8,개를 훔치는 완벽한 방법,2014-12-31,42,0.429%,19382400,1739713365,2480,228822
9,미라클 여행기,2015-01-15,17,0.174%,500000,9027400,67,1619
10,쿼바디스,2014-12-10,15,0.153%,1430200,145377000,179,19310
11,뽀로로 극장판 눈요정 마을 대모험,,14,0.143%,2357500,1275299700,554,255376
12,강남 1970,2015-01-21,12,0.123%,21581000,72825100,2299,8269
13,그 사람 그 사랑 그 세상,2014-11-20,6,0.061%,208000,187661500,30,25317
14,순천,2014-09-04,5,0.051%,10000,22866200,5,3627
14,꽃보다 처녀귀신,2015-01-15,5,0.051%,894000,3326000,178,662
16,목숨,2014-12-04,4,0.041%,320000,284409600,39,36996
16,다이빙벨,2014-10-23,4,0.041%,2066000,344198500,270,49638
18,상의원,2014-12-24,3,0.031%,413000,6201664964,48,790054
18,설해,2015-01-08,3,0.031%,383000,28289500,40,3757
18,파티51,2014-12-11,3,0.031%,140000,15360800,20,2068
21,"제자, 옥한흠",2014-10-30,2,0.02%,70000,359969200,8,48985
21,더 테너 리리코 스핀토,2014-12-31,2,0.02%,683000,378197941,89,48907
21,카토 프로젝트,2014-04-17,2,0.02%,4000,1930000,2,641
21,누구에게나 찬란한,2014-11-06,2,0.02%,1272000,137456900,318,20183
25,자유의 언덕,2014-09-04,1,0.01%,108000,311111827,12,38344
1,오늘의 연애,2015-01-14,3045,32.994%,704048200,8515723931,92463,1065863
2,국제시장,2014-12-17,3025,32.777%,812404500,87333851730,109925,11209617
3,허삼관,2015-01-14,2322,25.16%,407690700,5006071669,54693,637625
4,"님아, 그 강을 건너지 마오",2014-11-27,414,4.486%,43745300,37015088479,6017,4752475
5,기술자들,2014-12-24,178,1.929%,15591200,19872369883,2005,2561327
6,워킹걸,2015-01-07,72,0.78%,5746500,1144478479,755,141440
7,개를 훔치는 완벽한 방법,2014-12-31,43,0.466%,8722800,1748436165,1240,230062
7,고양이 장례식,2015-01-15,43,0.466%,988300,19306900,131,2391
9,미라클 여행기,2015-01-15,21,0.228%,921100,9948500,127,1746
10,쿼바디스,2014-12-10,10,0.108%,487000,145864000,66,19376
11,그 사람 그 사랑 그 세상,2014-11-20,8,0.087%,236000,187897500,35,25352
12,목숨,2014-12-04,6,0.065%,240000,284649600,36,37032
12,상의원,2014-12-24,6,0.065%,307000,6201971964,43,790097
14,순천,2014-09-04,5,0.054%,10000,22876200,5,3632
14,꽃보다 처녀귀신,2015-01-15,5,0.054%,888000,4214000,177,839
16,거인,2014-11-13,4,0.043%,194000,176287400,27,23292
16,설해,2015-01-08,4,0.043%,397000,28686500,47,3804
18,파티51,2014-12-11,3,0.033%,134000,15494800,18,2086
18,"제자, 옥한흠",2014-10-30,3,0.033%,55000,360024200,7,48992
18,더 테너 리리코 스핀토,2014-12-31,3,0.033%,589500,378787441,78,48985
21,뽀로로 극장판 눈요정 마을 대모험,,2,0.022%,61000,1275360700,11,255387
22,자유의 언덕,2014-09-04,1,0.011%,72000,311183827,9,38353
22,생각보다 맑은,2015-01-22,1,0.011%,1542000,5430000,257,842
22,한공주,2014-04-17,1,0.011%,8000,1786904300,1,225257
22,다이빙벨,2014-10-23,1,0.011%,87000,344285500,11,49649
22,카토 프로젝트,2014-04-17,1,0.011%,2000,1932000,1,642
22,2015 우수 단편영화 상영 03,,1,0.011%,0,0,0,0
22,"1789, 바스티유의 연인들",2014-09-18,1,0.011%,200000,68608500,10,4040
1,오늘의 연애,2015-01-14,3038,32.939%,660231400,9175955331,86967,1152830
2,국제시장,2014-12-17,3030,32.853%,772653900,88106505630,106049,11315666
3,허삼관,2015-01-14,2312,25.068%,395788300,5401859969,53266,690891
4,"님아, 그 강을 건너지 마오",2014-11-27,407,4.413%,48362800,37063451279,6908,4759383
5,기술자들,2014-12-24,165,1.789%,15265900,19887635783,1978,2563305
6,워킹걸,2015-01-07,69,0.748%,6263000,1150741479,822,142262
7,고양이 장례식,2015-01-15,54,0.585%,1245000,20551900,166,2557
8,개를 훔치는 완벽한 방법,2014-12-31,42,0.455%,11394300,1759830465,1541,231603
9,쿼바디스,2014-12-10,14,0.152%,914500,146778500,131,19507
10,미라클 여행기,2015-01-15,13,0.141%,455500,10404000,62,1808
11,강남 1970,2015-01-21,8,0.087%,20424000,93249100,2553,10822
11,그 사람 그 사랑 그 세상,2014-11-20,8,0.087%,210000,188107500,30,25382
11,뽀로로 극장판 눈요정 마을 대모험,,8,0.087%,249000,1275609700,64,255451
14,목숨,2014-12-04,7,0.076%,217000,284866600,31,37063
15,설해,2015-01-08,6,0.065%,372000,29058500,45,3849
16,아름다운 팔도강산,1972-01-01,5,0.054%,1862000,5268000,931,2634
16,꽃보다 처녀귀신,2015-01-15,5,0.054%,882000,5096000,176,1015
18,순천,2014-09-04,4,0.043%,8000,22884200,4,3636
18,장미빛 인생,1994-08-06,4,0.043%,303000,3757000,150,1877
18,상의원,2014-12-24,4,0.043%,422000,6202393964,56,790153
21,더 테너 리리코 스핀토,2014-12-31,3,0.033%,696000,379483441,96,49081
22,카토 프로젝트,2014-04-17,2,0.022%,4000,1936000,2,644
22,자유의 언덕,2014-09-04,2,0.022%,117000,311300827,15,38368
22,거인,2014-11-13,2,0.022%,202000,176489400,27,23319
22,내 심장을 쏴라,2015-01-28,2,0.022%,4248000,5242000,531,673
22,"제자, 옥한흠",2014-10-30,2,0.022%,124000,360148200,19,49011
22,파티51,2014-12-11,2,0.022%,163000,15657800,21,2107
28,악사들,2014-12-04,1,0.011%,29000,7769200,5,1378
28,생각보다 맑은,2015-01-22,1,0.011%,660000,6090000,110,952
28,다이빙벨,2014-10-23,1,0.011%,169000,344454500,22,49671
28,못,2014-11-20,1,0.011%,5000,16953600,1,2370
28,1월 단편 상상극장 – 맛있게 먹겠습니다,,1,0.011%,42000,245000,6,35
1,강남 1970,2015-01-21,2816,33.476%,1184775700,1278024800,152329,163151
2,국제시장,2014-12-17,2300,27.342%,658452400,88764958030,89895,11405561
3,오늘의 연애,2015-01-14,1943,23.098%,464770500,9640725831,61808,1214638
4,허삼관,2015-01-14,1024,12.173%,191094100,5592954069,26099,716990
5,"님아, 그 강을 건너지 마오",2014-11-27,166,1.973%,20632600,37084083879,2863,4762246
6,개를 훔치는 완벽한 방법,2014-12-31,26,0.309%,5190200,1765020665,729,232332
7,워킹걸,2015-01-07,22,0.262%,1915000,1152656479,279,142541
8,고양이 장례식,2015-01-15,18,0.214%,529000,21080900,64,2621
9,미라클 여행기,2015-01-15,15,0.178%,307000,10711000,42,1850
10,쿼바디스,2014-12-10,11,0.131%,608000,147386500,84,19591
11,그 사람 그 사랑 그 세상,2014-11-20,8,0.095%,155000,188262500,26,25408
11,뽀로로 극장판 눈요정 마을 대모험,,8,0.095%,295000,1275904700,102,255553
13,내 심장을 쏴라,2015-01-28,7,0.083%,9624000,14866000,1203,1876
14,목숨,2014-12-04,6,0.071%,156000,285022600,24,37087
15,아름다운 팔도강산,1972-01-01,5,0.059%,1622000,6890000,811,3445
15,꽃보다 처녀귀신,2015-01-15,5,0.059%,888000,5984000,177,1192
15,설해,2015-01-08,5,0.059%,345000,29403500,43,3892
18,순천,2014-09-04,4,0.048%,8000,22892200,4,3640
18,장미빛 인생,1994-08-06,4,0.048%,258000,4015000,129,2006
20,다이빙벨,2014-10-23,3,0.036%,351000,344805500,68,49739
20,미워도 다시 한번 2,,3,0.036%,210000,2916000,105,1458
22,"제자, 옥한흠",2014-10-30,2,0.024%,135000,360283200,17,49028
22,파티51,2014-12-11,2,0.024%,147000,15804800,21,2128
22,기술자들,2014-12-24,2,0.024%,103000,19887738783,13,2563318
22,카토 프로젝트,2014-04-17,2,0.024%,4000,1940000,2,646
26,문감독 예고편 : 40MIN,,1,0.012%,4000,663000,1,134
26,자유의 언덕,2014-09-04,1,0.012%,96000,311396827,12,38380
26,1월 독립영화의 재발견 '벼랑 끝의 사람들',,1,0.012%,45000,45000,9,9
26,표정들,,1,0.012%,0,493200,0,84
26,더 테너 리리코 스핀토,2014-12-31,1,0.012%,224000,379707441,27,49108
1,강남 1970,2015-01-21,2847,33.905%,1002597100,2280621900,128753,291904
2,국제시장,2014-12-17,2325,27.688%,630133200,89395091230,86643,11492204
3,오늘의 연애,2015-01-14,1927,22.949%,423764200,10064490031,56568,1271206
4,허삼관,2015-01-14,999,11.897%,168517900,5761471969,23312,740302
5,"님아, 그 강을 건너지 마오",2014-11-27,131,1.56%,17078800,37101162679,2400,4764646
6,생각보다 맑은,2015-01-22,35,0.417%,2896000,8986000,395,1347
7,개를 훔치는 완벽한 방법,2014-12-31,30,0.357%,5946300,1770966965,839,233171
8,워킹걸,2015-01-07,17,0.202%,624000,1153280479,89,142630
9,쎄시봉,2015-02-05,15,0.179%,32451000,32451000,3853,3853
10,뽀로로 극장판 눈요정 마을 대모험,,9,0.107%,859000,1276763700,219,255772
10,미라클 여행기,2015-01-15,9,0.107%,165000,10876000,23,1873
12,그 사람 그 사랑 그 세상,2014-11-20,7,0.083%,219000,188481500,36,25444
13,쿼바디스,2014-12-10,6,0.071%,370000,147756500,50,19641
14,아름다운 팔도강산,1972-01-01,5,0.06%,1248000,8138000,624,4069
14,목숨,2014-12-04,5,0.06%,1482000,286504600,246,37333
16,장미빛 인생,1994-08-06,4,0.048%,204000,4219000,102,2108
17,미워도 다시 한번 2,,3,0.036%,248000,3164000,124,1582
18,"제자, 옥한흠",2014-10-30,2,0.024%,151000,360434200,19,49047
18,카토 프로젝트,2014-04-17,2,0.024%,4000,1944000,2,648
18,꽃보다 처녀귀신,2015-01-15,2,0.024%,500000,6484000,100,1292
18,순천,2014-09-04,2,0.024%,4000,22896200,2,3642
18,고양이 장례식,2015-01-15,2,0.024%,48000,21128900,8,2629
23,파티51,2014-12-11,1,0.012%,35000,15839800,5,2133
23,이것이 우리의 끝이다,2014-06-26,1,0.012%,24000,21307800,4,2902
23,경주,2014-06-12,1,0.012%,8000,473429500,1,63499
