,영화코드,영화명,개봉일,점유율집계일,개봉n일차,개봉n일차(int),상영횟수,상영점유율,상영점유율순위,스크린수,스크린점유율,스크린점유율순위,좌석수,좌석판매율,좌석점유율,좌석점유율순위,매출액,누적매출액,관객수,누적관객수,총공급좌석수,F-rated
1362,20174142,아이 캔 스피크,2017-09-21,2017-10-16,25 days 00:00:00.000000000,25,1220,10.97,4,475,15.6,4,152663,8.5,5.89,4,90413900,24702009186,12953,3154139,5723459.0,2
1363,20174142,아이 캔 스피크,2017-09-21,2017-10-17,26 days 00:00:00.000000000,26,1206,10.902,4,492,15.5,4,152753,9.4,5.9,4,98103700,24800112886,14416,3168555,5723459.0,2
1364,20174142,아이 캔 스피크,2017-09-21,2017-10-18,27 days 00:00:00.000000000,27,1232,11.175,4,498,15.9,4,157294,10.5,6.08,4,111743900,24911856786,16538,3185093,5723459.0,2
1365,20174142,아이 캔 스피크,2017-09-21,2017-10-19,28 days 00:00:00.000000000,28,380,4.17,5,242,8.5,5,48811,16.2,1.76,5,51945700,24963802486,7925,3193018,5723459.0,2
1366,20174142,아이 캔 스피크,2017-09-21,2017-10-20,29 days 00:00:00.000000000,29,385,4.16,5,238,8.1,5,48939,16.4,1.73,5,58002100,25021804586,8040,3201058,5723459.0,2
1367,20174142,아이 캔 스피크,2017-09-21,2017-10-21,30 days 00:00:00.000000000,30,400,4.015,5,248,8.0,6,50279,22.6,1.66,5,90341000,25112145586,11360,3212418,5723459.0,2
1368,20174142,아이 캔 스피크,2017-09-21,2017-10-22,31 days 00:00:00.000000000,31,400,4.114,5,258,8.5,6,51057,21.3,1.73,5,86936200,25199081786,10882,3223300,5723459.0,2
1369,20174142,아이 캔 스피크,2017-09-21,2017-10-23,32 days 00:00:00.000000000,32,409,4.625,4,249,9.3,5,53279,9.8,1.96,4,34311000,25233392786,5215,3228515,5723459.0,2
1370,20174142,아이 캔 스피크,2017-09-21,2017-10-24,33 days 00:00:00.000000000,33,412,4.654,4,247,9.1,5,52272,8.8,1.92,4,31535800,25264928586,4623,3233138,5723459.0,2
1371,20174142,아이 캔 스피크,2017-09-21,2017-10-25,34 days 00:00:00.000000000,34,162,3.4210000000000003,5,140,7.1,5,24629,56.9,0.91,5,61819000,25326747586,14017,3247155,5723459.0,2
1372,20174142,아이 캔 스피크,2017-09-21,2017-10-26,35 days 00:00:00.000000000,35,122,2.466,7,98,4.8,5,16407,26.9,0.61,6,25795800,25352543386,4406,3251561,5723459.0,2
1373,20174142,아이 캔 스피크,2017-09-21,2017-10-27,36 days 00:00:00.000000000,36,107,2.1180000000000003,7,82,4.0,5,13837,16.9,0.5,8,17164700,25369708086,2336,3253897,5723459.0,2
1374,20174142,아이 캔 스피크,2017-09-21,2017-10-28,37 days 00:00:00.000000000,37,83,1.596,9,66,3.2,8,10733,20.1,0.37,9,16793700,25386501786,2157,3256054,5723459.0,2
1375,20174142,아이 캔 스피크,2017-09-21,2017-10-29,38 days 00:00:00.000000000,38,80,1.55,9,63,3.1,8,10640,20.7,0.37,9,17079600,25403581386,2206,3258260,5723459.0,2
1376,20174142,아이 캔 스피크,2017-09-21,2017-10-30,39 days 00:00:00.000000000,39,120,2.364,5,89,4.6,5,16218,14.4,0.61,5,13354600,25416935986,2335,3260595,5723459.0,2
1377,20174142,아이 캔 스피크,2017-09-21,2017-10-31,40 days 00:00:00.000000000,40,112,2.18,6,87,4.3,5,14983,12.5,0.56,5,12263800,25429199786,1876,3262471,5723459.0,2
1378,20174142,아이 캔 스피크,2017-09-21,2017-11-01,41 days 00:00:00.000000000,41,112,2.2,6,80,4.1,5,15284,15.5,0.58,5,15255900,25444455686,2365,3264836,5723459.0,2
1379,20174142,아이 캔 스피크,2017-09-21,2017-11-02,42 days 00:00:00.000000000,42,21,0.221,22,21,0.7,22,2663,49.8,0.1,24,6831000,25451286686,1326,3266162,5723459.0,2
1380,20174142,아이 캔 스피크,2017-09-21,2017-11-03,43 days 00:00:00.000000000,43,20,0.203,23,18,0.6,23,2139,23.7,0.08,23,3696500,25454983186,507,3266669,5723459.0,2
1381,20174142,아이 캔 스피크,2017-09-21,2017-11-04,44 days 00:00:00.000000000,44,13,0.124,22,12,0.4,22,1345,15.3,0.04,24,1635500,25456618686,206,3266875,5723459.0,2
1382,20174142,아이 캔 스피크,2017-09-21,2017-11-05,45 days 00:00:00.000000000,45,13,0.126,23,12,0.4,23,1359,14.4,0.05,23,1563000,25458181686,195,3267070,5723459.0,2
1383,20174142,아이 캔 스피크,2017-09-21,2017-11-06,46 days 00:00:00.000000000,46,20,0.205,21,19,0.6,21,2487,44.9,0.09,20,5523000,25463704686,1116,3268186,5723459.0,2
1384,20174142,아이 캔 스피크,2017-09-21,2017-11-07,47 days 00:00:00.000000000,47,17,0.175,22,17,0.6,21,2131,38.2,0.08,21,4287000,25467991686,813,3268999,5723459.0,2
1385,20174142,아이 캔 스피크,2017-09-21,2017-11-08,48 days 00:00:00.000000000,48,16,0.179,21,15,0.5,21,1794,35.5,0.06,22,3561500,25471553186,636,3269635,5723459.0,2
1386,20174142,아이 캔 스피크,2017-09-21,2017-11-09,49 days 00:00:00.000000000,49,9,0.08800000000000001,26,9,0.3,25,1236,49.0,0.04,24,3276000,25474829186,606,3270241,5723459.0,2
1387,20174142,아이 캔 스피크,2017-09-21,2017-11-10,50 days 00:00:00.000000000,50,7,0.067,24,6,0.2,24,772,46.8,0.03,24,1870500,25476699686,361,3270602,5723459.0,2
1388,20174142,아이 캔 스피크,2017-09-21,2017-11-11,51 days 00:00:00.000000000,51,5,0.048,24,5,0.2,24,739,19.2,0.02,25,956000,25477655686,142,3270744,5723459.0,2
1389,20174142,아이 캔 스피크,2017-09-21,2017-11-12,52 days 00:00:00.000000000,52,2,0.02,33,2,0.1,28,257,13.6,0.01,30,259000,25477914686,35,3270779,5723459.0,2
1390,20174142,아이 캔 스피크,2017-09-21,2017-11-13,53 days 00:00:00.000000000,53,8,0.086,25,6,0.2,24,695,13.7,0.02,30,548000,25478462686,95,3270874,5723459.0,2
1391,20174142,아이 캔 스피크,2017-09-21,2017-11-14,54 days 00:00:00.000000000,54,10,0.109,25,7,0.2,24,820,12.6,0.03,26,646500,25479109186,103,3270977,5723459.0,2
1392,20174142,아이 캔 스피크,2017-09-21,2017-11-15,55 days 00:00:00.000000000,55,4,0.054000000000000006,29,4,0.1,27,360,72.2,0.01,34,1603000,25480712186,260,3271237,5723459.0,2
1393,20174142,아이 캔 스피크,2017-09-21,2017-11-16,56 days 00:00:00.000000000,56,1,0.019,38,1,0.1,32,104,4.8,0.0,41,33000,25480745186,5,3271242,5723459.0,2
1394,20174142,아이 캔 스피크,2017-09-21,2017-11-17,57 days 00:00:00.000000000,57,5,0.096,21,5,0.3,19,572,49.1,0.02,22,1458000,25482203186,281,3271523,5723459.0,2
1395,20174142,아이 캔 스피크,2017-09-21,2017-11-18,58 days 00:00:00.000000000,58,3,0.06,22,3,0.2,20,403,76.2,0.01,20,1690000,25483893186,307,3271830,5723459.0,2
1396,20174142,아이 캔 스피크,2017-09-21,2017-11-20,60 days 00:00:00.000000000,60,2,0.042,29,1,0.1,28,80,8.8,0.0,36,44000,25483937186,7,3271837,5723459.0,2
1397,20174142,아이 캔 스피크,2017-09-21,2017-11-21,61 days 00:00:00.000000000,61,2,0.042,33,2,0.1,28,207,58.5,0.01,32,605000,25484542186,121,3271958,5723459.0,2
1398,20174142,아이 캔 스피크,2017-09-21,2017-11-23,63 days 00:00:00.000000000,63,2,0.022,27,2,0.1,24,268,100.0,0.01,28,1230000,25485772186,268,3272226,5723459.0,2
1399,20174142,아이 캔 스피크,2017-09-21,2017-11-24,64 days 00:00:00.000000000,64,1,0.011,32,1,0.0,28,135,100.0,0.0,39,1080000,25486852186,135,3272361,5723459.0,2
1400,20174142,아이 캔 스피크,2017-09-21,2017-11-27,67 days 00:00:00.000000000,67,1,0.011,34,1,0.0,29,40,12.5,0.0,37,32000,25486884186,5,3272366,5723459.0,2
1401,20174142,아이 캔 스피크,2017-09-21,2017-11-28,68 days 00:00:00.000000000,68,5,0.056,24,4,0.2,22,269,69.1,0.01,31,1079000,25487963186,186,3272552,5723459.0,2
1402,20174142,아이 캔 스피크,2017-09-21,2017-11-29,69 days 00:00:00.000000000,69,7,0.064,19,7,0.3,15,908,77.1,0.03,17,3950000,25491913186,700,3273252,5723459.0,2
1403,20174142,아이 캔 스피크,2017-09-21,2017-11-30,70 days 00:00:00.000000000,70,2,0.019,28,2,0.1,25,307,100.0,0.01,23,1528000,25493441186,307,3273559,5723459.0,2
1404,20174142,아이 캔 스피크,2017-09-21,2017-12-01,71 days 00:00:00.000000000,71,2,0.018000000000000002,24,2,0.1,22,193,100.0,0.01,20,1251000,25494692186,193,3273752,5723459.0,2
1405,20174142,아이 캔 스피크,2017-09-21,2017-12-02,72 days 00:00:00.000000000,72,2,0.018000000000000002,24,2,0.1,20,598,100.2,0.02,17,5873000,25500565186,599,3274351,5723459.0,2
1406,20174142,아이 캔 스피크,2017-09-21,2017-12-03,73 days 00:00:00.000000000,73,2,0.018000000000000002,25,2,0.1,19,106,88.7,0.0,46,555000,25501120186,94,3274445,5723459.0,2
1407,20174142,아이 캔 스피크,2017-09-21,2017-12-04,74 days 00:00:00.000000000,74,2,0.019,30,1,0.0,27,80,27.5,0.0,52,144000,25501264186,22,3274467,5723459.0,2
1408,20174142,아이 캔 스피크,2017-09-21,2017-12-05,75 days 00:00:00.000000000,75,4,0.038,19,4,0.2,17,341,80.4,0.01,23,1361000,25502625186,274,3274741,5723459.0,2
1409,20174142,아이 캔 스피크,2017-09-21,2017-12-06,76 days 00:00:00.000000000,76,10,0.095,12,9,0.4,12,884,83.8,0.03,16,3802000,25506427186,741,3275482,5723459.0,2
1410,20174142,아이 캔 스피크,2017-09-21,2017-12-07,77 days 00:00:00.000000000,77,1,0.012,30,1,0.0,28,289,69.2,0.01,23,1000000,25507427186,200,3275682,5723459.0,2
1411,20174142,아이 캔 스피크,2017-09-21,2017-12-08,78 days 00:00:00.000000000,78,3,0.036000000000000004,17,3,0.1,16,630,40.3,0.02,16,1102000,25508529186,254,3275936,5723459.0,2
1412,20174142,아이 캔 스피크,2017-09-21,2017-12-09,79 days 00:00:00.000000000,79,1,0.01,28,1,0.0,23,413,7.5,0.01,16,93000,25508622186,31,3275967,5723459.0,2
1413,20174142,아이 캔 스피크,2017-09-21,2017-12-11,81 days 00:00:00.000000000,81,5,0.059,14,5,0.2,14,677,61.3,0.02,18,2427000,25511049186,415,3276382,5723459.0,2
1414,20174142,아이 캔 스피크,2017-09-21,2017-12-12,82 days 00:00:00.000000000,82,12,0.141,11,12,0.4,10,1902,84.4,0.07,11,8558000,25519607186,1605,3277987,5723459.0,2
1415,20174142,아이 캔 스피크,2017-09-21,2017-12-13,83 days 00:00:00.000000000,83,6,0.07,15,6,0.2,14,775,29.7,0.03,17,1251000,25520858186,230,3278217,5723459.0,2
1416,20174142,아이 캔 스피크,2017-09-21,2017-12-14,84 days 00:00:00.000000000,84,3,0.035,23,3,0.1,21,324,90.7,0.01,26,1622000,25522480186,294,3278511,5723459.0,2
1417,20174142,아이 캔 스피크,2017-09-21,2017-12-15,85 days 00:00:00.000000000,85,7,0.081,11,5,0.2,12,504,47.0,0.02,14,993000,25523473186,237,3278748,5723459.0,2
1418,20174142,아이 캔 스피크,2017-09-21,2017-12-18,88 days 00:00:00.000000000,88,1,0.011,27,1,0.0,23,40,15.0,0.0,31,48000,25523521186,6,3278754,5723459.0,2
1419,20174142,아이 캔 스피크,2017-09-21,2017-12-20,90 days 00:00:00.000000000,90,2,0.018000000000000002,22,2,0.1,18,76,40.8,0.0,32,188000,25523709186,31,3278785,5723459.0,2
1420,20174142,아이 캔 스피크,2017-09-21,2017-12-21,91 days 00:00:00.000000000,91,2,0.018000000000000002,21,2,0.1,19,225,81.3,0.01,21,1115000,25524824186,183,3278968,5723459.0,2
1421,20174142,아이 캔 스피크,2017-09-21,2017-12-22,92 days 00:00:00.000000000,92,1,0.009000000000000001,24,1,0.0,21,128,98.4,0.0,30,504000,25525328186,126,3279094,5723459.0,2
1422,20174142,아이 캔 스피크,2017-09-21,2017-12-26,96 days 00:00:00.000000000,96,1,0.009000000000000001,26,1,0.0,21,97,100.0,0.0,30,388000,25525716186,97,3279191,5723459.0,2
1423,20174142,아이 캔 스피크,2017-09-21,2017-12-28,98 days 00:00:00.000000000,98,1,0.006999999999999999,24,1,0.0,20,293,35.8,0.01,20,735000,25526451186,105,3279296,5723459.0,2
1424,20174142,아이 캔 스피크,2017-09-21,2018-01-19,120 days 00:00:00.000000000,120,6,0.068,13,6,0.2,13,868,12.7,0.03,12,640000,25527091186,110,3279406,5723459.0,2
1425,20174142,아이 캔 스피크,2017-09-21,2018-01-20,121 days 00:00:00.000000000,121,3,0.034,14,3,0.1,14,417,36.5,0.01,14,878200,25527969386,152,3279558,5723459.0,2
1426,20174142,아이 캔 스피크,2017-09-21,2018-01-21,122 days 00:00:00.000000000,122,5,0.059,13,5,0.2,12,695,19.6,0.02,14,776000,25528745386,136,3279694,5723459.0,2
1427,20174142,아이 캔 스피크,2017-09-21,2018-01-26,127 days 00:00:00.000000000,127,4,0.045,15,4,0.1,14,518,11.2,0.02,16,351000,25529096386,58,3279752,5723459.0,2
1428,20174142,아이 캔 스피크,2017-09-21,2018-01-27,128 days 00:00:00.000000000,128,4,0.043,14,4,0.1,13,583,12.9,0.02,15,431000,25529527386,75,3279827,5723459.0,2
1429,20174142,아이 캔 스피크,2017-09-21,2018-01-28,129 days 00:00:00.000000000,129,1,0.011,24,1,0.0,21,146,13.7,0.0,25,123600,25529650986,20,3279847,5723459.0,2
1430,20174142,아이 캔 스피크,2017-09-21,2018-02-01,133 days 00:00:00.000000000,133,3,0.028,21,3,0.1,19,426,59.2,0.01,22,1260000,25530910986,252,3280099,5723459.0,2
1431,20174142,아이 캔 스피크,2017-09-21,2018-02-07,139 days 00:00:00.000000000,139,1,0.011,23,1,0.0,21,186,77.4,0.01,20,1304000,25532214986,144,3280243,5723459.0,2
1432,20174142,아이 캔 스피크,2017-09-21,2018-03-13,173 days 00:00:00.000000000,173,1,0.011,31,1,0.0,27,55,100.0,0.0,31,275000,25532489986,55,3280298,5723459.0,2
1433,20174142,아이 캔 스피크,2017-09-21,2018-04-24,215 days 00:00:00.000000000,215,3,0.039,26,3,0.1,24,483,68.9,0.02,24,1974000,25534463986,333,3280631,5723459.0,2
1434,20174142,아이 캔 스피크,2017-09-21,2018-05-16,237 days 00:00:00.000000000,237,1,0.029,27,1,0.1,25,144,0.0,0.01,19,0,25534463986,0,3280631,5723459.0,2
1435,20174142,아이 캔 스피크,2017-09-21,2018-05-18,239 days 00:00:00.000000000,239,1,0.019,25,1,0.1,24,103,68.0,0.0,30,420000,25534883986,70,3280701,5723459.0,2
1436,20174142,아이 캔 스피크,2017-09-21,2018-05-24,245 days 00:00:00.000000000,245,1,0.015,24,1,0.1,23,103,68.0,0.0,27,420000,25535303986,70,3280771,5723459.0,2
1437,20174142,아이 캔 스피크,2017-09-21,2018-05-25,246 days 00:00:00.000000000,246,1,0.014,24,1,0.0,23,103,68.0,0.0,27,420000,25535723986,70,3280841,5723459.0,2
1438,20174142,아이 캔 스피크,2017-09-21,2018-05-31,252 days 00:00:00.000000000,252,1,0.012,22,1,0.0,22,126,38.1,0.0,26,240000,25535963986,48,3280889,5723459.0,2
1439,20174142,아이 캔 스피크,2017-09-21,2018-06-12,264 days 00:00:00.000000000,264,1,0.028,19,1,0.1,16,293,35.5,0.01,15,728000,25536691986,104,3280993,5723459.0,2
1440,20174142,아이 캔 스피크,2017-09-21,2018-07-03,285 days 00:00:00.000000000,285,2,0.018000000000000002,14,2,0.1,12,364,92.9,0.01,15,2578000,25539269986,338,3281331,5723459.0,2
1441,20174142,아이 캔 스피크,2017-09-21,2018-07-20,302 days 00:00:00.000000000,302,1,0.026,16,1,0.1,15,57,79.0,0.0,20,180000,25539449986,45,3281376,5723459.0,2
1442,20174142,아이 캔 스피크,2017-09-21,2018-07-25,307 days 00:00:00.000000000,307,1,0.016,20,1,0.0,14,57,100.0,0.0,24,285000,25539734986,57,3281433,5723459.0,2
1443,20174142,아이 캔 스피크,2017-09-21,2018-09-12,356 days 00:00:00.000000000,356,1,0.01,26,1,0.0,21,293,85.3,0.01,22,1500000,25541234986,250,3281683,5723459.0,2
1444,20174142,아이 캔 스피크,2017-09-21,2018-10-01,375 days 00:00:00.000000000,375,1,0.006999999999999999,25,1,0.0,22,119,68.1,0.0,29,405000,25541639986,81,3281764,5723459.0,2
1445,20174142,아이 캔 스피크,2017-09-21,2018-10-23,397 days 00:00:00.000000000,397,1,0.014,29,1,0.0,24,114,100.0,0.0,37,570000,25542209986,114,3281878,5723459.0,2
1446,20174142,아이 캔 스피크,2017-09-21,2018-10-26,400 days 00:00:00.000000000,400,1,0.009000000000000001,28,1,0.0,25,89,80.9,0.0,32,360000,25542569986,72,3281950,5723459.0,2
1447,20174142,아이 캔 스피크,2017-09-21,2018-10-27,401 days 00:00:00.000000000,401,1,0.009000000000000001,27,1,0.0,23,146,96.6,0.0,33,1551000,25544120986,141,3282091,5723459.0,2
1448,20174142,아이 캔 스피크,2017-09-21,2018-11-07,412 days 00:00:00.000000000,412,1,0.009000000000000001,25,1,0.0,18,109,0.0,0.0,34,0,25544120986,0,3282091,5723459.0,2
1449,20174142,아이 캔 스피크,2017-09-21,2018-11-20,425 days 00:00:00.000000000,425,1,0.019,39,1,0.0,32,134,74.6,0.01,34,500000,25544620986,100,3282191,5723459.0,2
1450,20174142,아이 캔 스피크,2017-09-21,2018-11-21,426 days 00:00:00.000000000,426,1,0.018000000000000002,35,1,0.1,29,134,59.7,0.01,31,400000,25545020986,80,3282271,5723459.0,2
1451,20174142,아이 캔 스피크,2017-09-21,2019-05-07,593 days 00:00:00.000000000,593,1,0.021,28,1,0.1,26,149,73.8,0.01,23,550000,25545570986,110,3282381,5723459.0,2
1452,20174142,아이 캔 스피크,2017-09-21,2019-06-21,638 days 00:00:00.000000000,638,1,0.015,18,1,0.1,17,132,31.1,0.0,26,205000,25545775986,41,3282422,5723459.0,2
1453,20174142,아이 캔 스피크,2017-09-21,2019-08-02,680 days 00:00:00.000000000,680,1,0.006999999999999999,17,1,0.0,15,93,80.7,0.0,20,375000,25546150986,75,3282497,5723459.0,2
1454,20174142,아이 캔 스피크,2017-09-21,2019-08-17,695 days 00:00:00.000000000,695,2,0.016,22,2,0.1,19,90,100.0,0.0,28,540000,25546690986,90,3282587,5723459.0,2
1455,20165450,남한산성,2017-10-03,2017-09-18,-15 days +00:00:00.000000000,-15,1,0.016,32,1,0.0,24,247,100.0,0.01,26,1482000,1482000,247,247,4605287.0,0
1456,20165450,남한산성,2017-10-03,2017-09-25,-8 days +00:00:00.000000000,-8,19,0.207,12,12,0.5,13,4004,91.9,0.15,11,30010000,31492000,3680,3927,4605287.0,0
1457,20165450,남한산성,2017-10-03,2017-09-26,-7 days +00:00:00.000000000,-7,23,0.249,13,23,0.9,11,5443,53.1,0.21,10,28977800,60469800,2888,6815,4605287.0,0
1458,20165450,남한산성,2017-10-03,2017-09-27,-6 days +00:00:00.000000000,-6,15,0.256,13,15,0.8,11,2954,97.8,0.11,10,21644000,82113800,2889,9704,4605287.0,0
1459,20165450,남한산성,2017-10-03,2017-09-28,-5 days +00:00:00.000000000,-5,13,0.227,14,12,0.7,13,2821,94.2,0.11,10,21272000,103385800,2658,12362,4605287.0,0
1460,20165450,남한산성,2017-10-03,2017-09-29,-4 days +00:00:00.000000000,-4,23,0.387,8,23,1.3,8,4323,99.7,0.16,7,36902000,140287800,4310,16672,4605287.0,0
1461,20165450,남한산성,2017-10-03,2017-09-30,-3 days +00:00:00.000000000,-3,20,0.339,8,20,1.1,8,2599,97.1,0.09,8,17474000,157761800,2524,19196,4605287.0,0
1462,20165450,남한산성,2017-10-03,2017-10-02,-1 days +00:00:00.000000000,-1,41,0.6940000000000001,7,40,2.2,5,9764,99.6,0.34,5,77640000,235401800,9722,28918,4605287.0,0
1463,20165450,남한산성,2017-10-03,2017-10-03,0 days 00:00:00.000000000,0,5284,46.104,1,1125,34.6,1,1006315,44.2,34.1,1,3669119900,3904521700,444585,473503,4605287.0,0
1464,20165450,남한산성,2017-10-03,2017-10-04,1 days 00:00:00.000000000,1,5390,46.441,1,1165,34.8,1,1030277,53.7,35.21,1,4655991000,8560512700,552722,1026225,4605287.0,0
1465,20165450,남한산성,2017-10-03,2017-10-05,2 days 00:00:00.000000000,2,5528,44.559,1,1205,33.5,1,1060520,56.6,35.61,1,4940801300,13501314000,599797,1626022,4605287.0,0
1466,20165450,남한산성,2017-10-03,2017-10-06,3 days 00:00:00.000000000,3,5466,43.077,1,1221,32.5,1,1054964,55.2,35.32,1,4731723954,18233037954,582294,2208316,4605287.0,0
1467,20165450,남한산성,2017-10-03,2017-10-07,4 days 00:00:00.000000000,4,5439,41.214,1,1229,31.4,1,1047525,40.6,34.94,1,3471456338,21704494292,424767,2633083,4605287.0,0
1468,20165450,남한산성,2017-10-03,2017-10-08,5 days 00:00:00.000000000,5,5212,38.977,1,1203,29.9,2,1004809,36.4,33.55,1,3004716900,24709211192,365976,2999059,4605287.0,0
1469,20165450,남한산성,2017-10-03,2017-10-09,6 days 00:00:00.000000000,6,4835,36.802,1,1152,29.6,2,930666,27.6,32.22,1,2050060400,26759271592,256815,3255874,4605287.0,0
1470,20165450,남한산성,2017-10-03,2017-10-10,7 days 00:00:00.000000000,7,4332,36.681,2,1011,32.3,2,786784,7.2,30.48,1,400933000,27160204592,56673,3312547,4605287.0,0
1471,20165450,남한산성,2017-10-03,2017-10-11,8 days 00:00:00.000000000,8,4235,35.838,2,1005,32.3,2,760343,7.6,29.47,2,407708900,27567913492,57962,3370509,4605287.0,0
1472,20165450,남한산성,2017-10-03,2017-10-12,9 days 00:00:00.000000000,9,2370,20.477,3,702,22.2,3,372655,11.2,13.56,3,293178900,27861092392,41895,3412404,4605287.0,0
1473,20165450,남한산성,2017-10-03,2017-10-13,10 days 00:00:00.000000000,10,2343,20.086,3,692,21.5,3,364114,13.1,13.19,3,369514200,28230606592,47562,3459966,4605287.0,0
1474,20165450,남한산성,2017-10-03,2017-10-14,11 days 00:00:00.000000000,11,2311,18.432,3,668,19.3,3,360954,22.3,12.41,3,660539400,28891145992,80501,3540467,4605287.0,0
1475,20165450,남한산성,2017-10-03,2017-10-15,12 days 00:00:00.000000000,12,2259,18.509,3,646,19.1,2,353050,21.9,12.43,3,632397900,29523543892,77188,3617655,4605287.0,0
1476,20165450,남한산성,2017-10-03,2017-10-16,13 days 00:00:00.000000000,13,2191,19.701,3,643,21.2,2,333231,8.0,12.85,3,189482700,29713026592,26676,3644331,4605287.0,0
1477,20165450,남한산성,2017-10-03,2017-10-17,14 days 00:00:00.000000000,14,2180,19.707,3,674,21.2,2,326754,8.1,12.62,3,183531000,29896557592,26446,3670777,4605287.0,0
1478,20165450,남한산성,2017-10-03,2017-10-18,15 days 00:00:00.000000000,15,2137,19.383,3,653,20.8,2,323232,8.1,12.49,3,185601200,30082158792,26315,3697092,4605287.0,0
1479,20165450,남한산성,2017-10-03,2017-10-19,16 days 00:00:00.000000000,16,1020,11.193,3,436,15.3,3,129815,10.1,4.69,3,90976400,30173135192,13110,3710202,4605287.0,0
1480,20165450,남한산성,2017-10-03,2017-10-20,17 days 00:00:00.000000000,17,1033,11.163,3,451,15.4,3,131861,11.9,4.65,3,120194000,30293329192,15706,3725908,4605287.0,0
1481,20165450,남한산성,2017-10-03,2017-10-21,18 days 00:00:00.000000000,18,1076,10.8,3,476,15.4,3,137614,17.8,4.55,3,199143600,30492472792,24432,3750340,4605287.0,0
1482,20165450,남한산성,2017-10-03,2017-10-22,19 days 00:00:00.000000000,19,1019,10.48,3,450,14.9,3,132902,18.3,4.49,3,200085700,30692558492,24339,3774679,4605287.0,0
1483,20165450,남한산성,2017-10-03,2017-10-23,20 days 00:00:00.000000000,20,1003,11.342,3,429,16.0,3,129664,7.1,4.77,3,65910200,30758468692,9246,3783925,4605287.0,0
1484,20165450,남한산성,2017-10-03,2017-10-24,21 days 00:00:00.000000000,21,1018,11.5,3,446,16.4,3,131588,8.0,4.83,3,73959500,30832428192,10521,3794446,4605287.0,0
1485,20165450,남한산성,2017-10-03,2017-10-25,22 days 00:00:00.000000000,22,311,6.568,4,221,11.2,4,36518,14.2,1.35,4,32010500,30864438692,5196,3799642,4605287.0,0
1486,20165450,남한산성,2017-10-03,2017-10-26,23 days 00:00:00.000000000,23,339,6.853,4,230,11.3,4,40849,13.1,1.51,4,35902000,30900340692,5335,3804977,4605287.0,0
1487,20165450,남한산성,2017-10-03,2017-10-27,24 days 00:00:00.000000000,24,328,6.4910000000000005,4,229,11.3,4,39751,16.7,1.43,4,50160700,30950501392,6635,3811612,4605287.0,0
1488,20165450,남한산성,2017-10-03,2017-10-28,25 days 00:00:00.000000000,25,257,4.94,4,182,8.9,4,29985,22.5,1.03,4,54646500,31005147892,6754,3818366,4605287.0,0
1489,20165450,남한산성,2017-10-03,2017-10-29,26 days 00:00:00.000000000,26,262,5.0760000000000005,4,182,8.9,4,30026,26.2,1.05,4,63582500,31068730392,7857,3826223,4605287.0,0
1490,20165450,남한산성,2017-10-03,2017-10-30,27 days 00:00:00.000000000,27,356,7.0120000000000005,4,225,11.5,4,42695,9.1,1.61,4,26964700,31095695092,3883,3830106,4605287.0,0
1491,20165450,남한산성,2017-10-03,2017-10-31,28 days 00:00:00.000000000,28,354,6.891,4,232,11.5,4,41941,11.4,1.58,4,31493400,31127188492,4765,3834871,4605287.0,0
1492,20165450,남한산성,2017-10-03,2017-11-01,29 days 00:00:00.000000000,29,342,6.716,4,215,11.0,4,40754,8.1,1.54,4,23035400,31150223892,3296,3838167,4605287.0,0
1493,20165450,남한산성,2017-10-03,2017-11-02,30 days 00:00:00.000000000,30,51,0.537,13,41,1.4,12,5601,11.7,0.2,14,4403500,31154627392,656,3838823,4605287.0,0
1494,20165450,남한산성,2017-10-03,2017-11-03,31 days 00:00:00.000000000,31,52,0.528,13,42,1.4,11,5915,13.9,0.21,13,6169500,31160796892,823,3839646,4605287.0,0
1495,20165450,남한산성,2017-10-03,2017-11-04,32 days 00:00:00.000000000,32,31,0.295,17,25,0.8,19,3155,18.1,0.11,18,4661500,31165458392,571,3840217,4605287.0,0
1496,20165450,남한산성,2017-10-03,2017-11-05,33 days 00:00:00.000000000,33,27,0.261,18,22,0.7,19,2416,22.6,0.08,21,4607300,31170065692,545,3840762,4605287.0,0
1497,20165450,남한산성,2017-10-03,2017-11-06,34 days 00:00:00.000000000,34,46,0.473,13,35,1.2,11,5169,6.5,0.19,13,2314500,31172380192,336,3841098,4605287.0,0
1498,20165450,남한산성,2017-10-03,2017-11-07,35 days 00:00:00.000000000,35,50,0.516,10,38,1.3,10,5577,6.2,0.21,11,2417500,31174797692,344,3841442,4605287.0,0
1499,20165450,남한산성,2017-10-03,2017-11-08,36 days 00:00:00.000000000,36,48,0.5379999999999999,11,42,1.5,10,5922,8.3,0.21,12,3224000,31178021692,493,3841935,4605287.0,0
1500,20165450,남한산성,2017-10-03,2017-11-09,37 days 00:00:00.000000000,37,38,0.3720000000000001,12,36,1.1,10,5666,15.8,0.19,10,7114000,31185135692,896,3842831,4605287.0,0
1501,20165450,남한산성,2017-10-03,2017-11-10,38 days 00:00:00.000000000,38,36,0.34600000000000003,11,35,1.1,9,4952,10.5,0.16,12,3061500,31188197192,518,3843349,4605287.0,0
1502,20165450,남한산성,2017-10-03,2017-11-11,39 days 00:00:00.000000000,39,26,0.251,16,26,0.8,13,4106,15.8,0.13,14,4317000,31192514192,648,3843997,4605287.0,0
